,Unix Time,Microseconds,easting,northing,Heading (degrees)
17904,1722679407,568000,525696.3711165672,5681198.05754993,289.63009549749404
17905,1722679407,573000,525696.371085879,5681198.057552283,289.63003721321314
17906,1722679407,578000,525696.3710546502,5681198.0575531,289.63013435368134
17907,1722679407,583000,525696.3710232612,5681198.057552062,289.63023149414954
17908,1722679407,588000,525696.3709921496,5681198.0575500345,289.63023149414954
17909,1722679407,593000,525696.3709616987,5681198.057548062,289.6304257750859
17910,1722679407,598000,525696.3709317049,5681198.057547508,289.6304646312732
17911,1722679407,603000,525696.3709025036,5681198.057549556,289.63034806271133
17912,1722679407,608000,525696.3708738933,5681198.057553382,289.6302120660559
17913,1722679407,613000,525696.3708454991,5681198.057558865,289.63032863461774
17914,1722679407,618000,525696.3708166052,5681198.057564721,289.6304063469923
17915,1722679407,623000,525696.3707872134,5681198.057570253,289.6304063469923
17916,1722679407,628000,525696.3707575696,5681198.057575819,289.63032863461774
17917,1722679407,633000,525696.3707280698,5681198.05758094,289.63032863461774
17918,1722679407,638000,525696.3706986429,5681198.057586558,289.63009549749404
17919,1722679407,643000,525696.3706693429,5681198.057593079,289.6301732098686
17920,1722679407,648000,525696.3706400326,5681198.057599022,289.63028977843044
17921,1722679407,653000,525696.3706102684,5681198.057603947,289.6302120660559
17922,1722679407,658000,525696.3705795024,5681198.057606081,289.63013435368134
17923,1722679407,663000,525696.3720058617,5681198.0582368905,289.6296875075276
17924,1722679407,668000,525696.3719817646,5681198.058235346,289.6296292232467
17925,1722679407,673000,525696.3719579584,5681198.058232046,289.6297263637149
17926,1722679407,678000,525696.371934408,5681198.058229595,289.6295320827785
17927,1722679407,683000,525696.371911197,5681198.058228995,289.62941551421665
17928,1722679407,688000,525696.3718839396,5681198.058229851,289.6293183737485
17929,1722679407,693000,525696.3718834107,5681198.058229872,289.62939608612305
17930,1722679407,698000,525696.3718600682,5681198.058230362,289.62926008946755
17931,1722679407,703000,525696.371835676,5681198.058229609,289.62926008946755
17932,1722679407,708000,525696.3718112004,5681198.05822817,289.6295320827785
17933,1722679407,713000,525696.3717867223,5681198.058226513,289.62959036705945
17934,1722679407,718000,525696.3717624331,5681198.058225943,289.62974579180855
17935,1722679407,723000,525696.3717389053,5681198.058226757,289.6298235041831
17936,1722679407,728000,525696.3717161388,5681198.058228281,289.6300177851195
17937,1722679407,733000,525696.3716939024,5681198.058229746,289.6299595008386
17938,1722679407,738000,525696.3716715927,5681198.05823025,289.6298623603704
17939,1722679407,743000,525696.3716486897,5681198.058229608,289.6297652199022
17940,1722679407,748000,525696.3716261467,5681198.058228344,289.62974579180855
17941,1722679407,753000,525696.3716041513,5681198.058227029,289.62974579180855
17942,1722679407,758000,525696.3715826839,5681198.058226804,289.6298623603704
